epoch,step,train_loss,val_loss
0,49,0.0,
0,99,0.0,
0,149,0.0,
0,199,0.0,
0,249,0.0,
0,299,0.0,
0,349,0.0,
0,399,0.0,
0,449,0.0,
0,499,0.0,
0,549,0.0,
0,599,0.0,
0,649,0.0,
0,699,0.0,
0,749,0.0,
0,799,0.0,
0,806,,0.0
1,849,0.0,
1,899,0.0,
1,949,0.0,
1,999,0.0,
1,1049,0.0,
1,1099,0.0,
1,1149,0.0,
1,1199,0.0,
1,1249,0.0,
1,1299,0.0,
1,1349,0.0,
1,1399,0.0,
1,1449,0.0,
1,1499,0.0,
1,1549,0.0,
1,1599,0.0,
1,1613,,0.0
2,1649,0.0,
2,1699,0.0,
2,1749,0.0,
2,1799,0.0,
2,1849,0.0,
2,1899,0.0,
2,1949,0.0,
2,1999,0.0,
2,2049,0.0,
2,2099,0.0,
2,2149,0.0,
2,2199,0.0,
2,2249,0.0,
2,2299,0.0,
2,2349,0.0,
2,2399,0.0,
2,2420,,0.0
3,2449,0.0,
3,2499,0.0,
3,2549,0.0,
3,2599,0.0,
3,2649,0.0,
3,2699,0.0,
3,2749,0.0,
3,2799,0.0,
3,2849,0.0,
3,2899,0.0,
3,2949,0.0,
3,2999,0.0,
3,3049,0.0,
3,3099,0.0,
3,3149,0.0,
3,3199,0.0,
3,3227,,0.0
4,3249,0.0,
4,3299,0.0,
4,3349,0.0,
4,3399,0.0,
4,3449,0.0,
4,3499,0.0,
4,3549,0.0,
4,3599,0.0,
4,3649,0.0,
4,3699,0.0,
4,3749,0.0,
4,3799,0.0,
4,3849,0.0,
4,3899,0.0,
4,3949,0.0,
4,3999,0.0,
4,4034,,0.0
5,4049,0.0,
5,4099,0.0,
5,4149,0.0,
5,4199,0.0,
5,4249,0.0,
5,4299,0.0,
5,4349,0.0,
5,4399,0.0,
5,4449,0.0,
5,4499,0.0,
5,4549,0.0,
5,4599,0.0,
5,4649,0.0,
5,4699,0.0,
5,4749,0.0,
5,4799,0.0,
5,4841,,0.0
6,4849,0.0,
6,4899,0.0,
6,4949,0.0,
6,4999,0.0,
6,5049,0.0,
6,5099,0.0,
6,5149,0.0,
6,5199,0.0,
6,5249,0.0,
6,5299,0.0,
6,5349,0.0,
6,5399,0.0,
6,5449,0.0,
6,5499,0.0,
6,5549,0.0,
6,5599,0.0,
6,5648,,0.0
7,5649,0.0,
7,5699,0.0,
7,5749,0.0,
7,5799,0.0,
7,5849,0.0,
7,5899,0.0,
7,5949,0.0,
7,5999,0.0,
7,6049,0.0,
7,6099,0.0,
7,6149,0.0,
7,6199,0.0,
7,6249,0.0,
7,6299,0.0,
7,6349,0.0,
7,6399,0.0,
7,6449,0.0,
7,6455,,0.0
8,6499,0.0,
8,6549,0.0,
8,6599,0.0,
8,6649,0.0,
8,6699,0.0,
8,6749,0.0,
8,6799,0.0,
8,6849,0.0,
8,6899,0.0,
8,6949,0.0,
8,6999,0.0,
8,7049,0.0,
8,7099,0.0,
8,7149,0.0,
8,7199,0.0,
8,7249,0.0,
