epoch,step,train_loss,val_loss
8,7262,,0.0
9,7299,0.0,
9,7349,0.0,
9,7399,0.0,
9,7449,0.0,
9,7499,0.0,
9,7549,0.0,
9,7599,0.0,
9,7649,0.0,
9,7699,0.0,
9,7749,0.0,
9,7799,0.0,
9,7849,0.0,
9,7899,0.0,
9,7949,0.0,
9,7999,0.0,
9,8049,0.0,
9,8069,,0.0
10,8099,0.0,
10,8149,0.0,
10,8199,0.0,
10,8249,0.0,
10,8299,0.0,
10,8349,0.0,
10,8399,0.0,
10,8449,0.0,
10,8499,0.0,
10,8549,0.0,
10,8599,0.0,
10,8649,0.0,
10,8699,0.0,
10,8749,0.0,
10,8799,0.0,
10,8849,0.0,
10,8876,,0.0
11,8899,0.0,
11,8949,0.0,
11,8999,0.0,
11,9049,0.0,
11,9099,0.0,
11,9149,0.0,
11,9199,0.0,
11,9249,0.0,
11,9299,0.0,
11,9349,0.0,
11,9399,0.0,
11,9449,0.0,
11,9499,0.0,
11,9549,0.0,
11,9599,0.0,
11,9649,0.0,
11,9683,,0.0
12,9699,0.0,
12,9749,0.0,
12,9799,0.0,
12,9849,0.0,
12,9899,0.0,
12,9949,0.0,
12,9999,0.0,
12,10049,0.0,
12,10099,0.0,
12,10149,0.0,
12,10199,0.0,
12,10249,0.0,
12,10299,0.0,
12,10349,0.0,
12,10399,0.0,
12,10449,0.0,
12,10490,,0.0
13,10499,0.0,
13,10549,0.0,
13,10599,0.0,
13,10649,0.0,
13,10699,0.0,
13,10749,0.0,
13,10799,0.0,
13,10849,0.0,
13,10899,0.0,
13,10949,0.0,
13,10999,0.0,
13,11049,0.0,
13,11099,0.0,
13,11149,0.0,
13,11199,0.0,
13,11249,0.0,
13,11297,,0.0
14,11299,0.0,
14,11349,0.0,
14,11399,0.0,
14,11449,0.0,
14,11499,0.0,
14,11549,0.0,
14,11599,0.0,
14,11649,0.0,
14,11699,0.0,
14,11749,0.0,
14,11799,0.0,
14,11849,0.0,
14,11899,0.0,
14,11949,0.0,
14,11999,0.0,
14,12049,0.0,
14,12099,0.0,
14,12104,,0.0
15,12149,0.0,
15,12199,0.0,
15,12249,0.0,
15,12299,0.0,
15,12349,0.0,
15,12399,0.0,
15,12449,0.0,
15,12499,0.0,
15,12549,0.0,
15,12599,0.0,
15,12649,0.0,
15,12699,0.0,
15,12749,0.0,
15,12799,0.0,
15,12849,0.0,
15,12899,0.0,
15,12911,,0.0
16,12949,0.0,
16,12999,0.0,
16,13049,0.0,
16,13099,0.0,
16,13149,0.0,
16,13199,0.0,
16,13249,0.0,
16,13299,0.0,
16,13349,0.0,
16,13399,0.0,
16,13449,0.0,
16,13499,0.0,
16,13549,0.0,
16,13599,0.0,
16,13649,0.0,
16,13699,0.0,
16,13718,,0.0
17,13749,0.0,
17,13799,0.0,
17,13849,0.0,
17,13899,0.0,
17,13949,0.0,
17,13999,0.0,
17,14049,0.0,
17,14099,0.0,
17,14149,0.0,
17,14199,0.0,
17,14249,0.0,
17,14299,0.0,
17,14349,0.0,
17,14399,0.0,
17,14449,0.0,
17,14499,0.0,
17,14525,,0.0
18,14549,0.0,
18,14599,0.0,
18,14649,0.0,
18,14699,0.0,
18,14749,0.0,
18,14799,0.0,
18,14849,0.0,
18,14899,0.0,
18,14949,0.0,
18,14999,0.0,
18,15049,0.0,
18,15099,0.0,
18,15149,0.0,
18,15199,0.0,
18,15249,0.0,
18,15299,0.0,
18,15332,,0.0
19,15349,0.0,
19,15399,0.0,
19,15449,0.0,
19,15499,0.0,
19,15549,0.0,
19,15599,0.0,
19,15649,0.0,
19,15699,0.0,
19,15749,0.0,
19,15799,0.0,
19,15849,0.0,
19,15899,0.0,
19,15949,0.0,
19,15999,0.0,
19,16049,0.0,
19,16099,0.0,
19,16139,,0.0
