epoch,step,train_loss,val_loss
0,49,1.5974745750427246,
0,99,1.5540107488632202,
0,149,1.5177311897277832,
0,199,1.5226719379425049,
0,249,1.4877208471298218,
0,299,1.5264161825180054,
0,349,1.4718258380889893,
0,399,1.555799961090088,
0,449,1.559815764427185,
0,499,1.5831851959228516,
0,549,1.6074591875076294,
0,599,1.4112217426300049,
0,649,1.3461525440216064,
0,699,1.3666737079620361,
0,749,1.3979871273040771,
0,799,1.4672991037368774,
0,806,,1.4496816396713257
1,849,1.2739017009735107,
1,899,1.4675023555755615,
1,949,1.411177396774292,
1,999,1.3012564182281494,
1,1049,1.3735536336898804,
1,1099,1.5103797912597656,
1,1149,1.564670205116272,
1,1199,1.3608806133270264,
1,1249,1.574486494064331,
1,1299,1.4461026191711426,
1,1349,1.472029685974121,
1,1399,1.3783997297286987,
1,1449,1.5374317169189453,
1,1499,1.4114855527877808,
1,1549,1.3848762512207031,
1,1599,1.5468705892562866,
1,1613,,1.3896743059158325
2,1649,1.3783559799194336,
2,1699,1.3482093811035156,
2,1749,1.481732964515686,
2,1799,1.3057160377502441,
2,1849,1.2371582984924316,
2,1899,1.190830111503601,
2,1949,1.4465031623840332,
2,1999,1.4470776319503784,
2,2049,1.3824753761291504,
2,2099,1.3767602443695068,
2,2149,1.4561529159545898,
2,2199,1.3568904399871826,
2,2249,1.1515517234802246,
2,2299,1.4031014442443848,
2,2349,1.4113729000091553,
2,2399,1.3540406227111816,
2,2420,,1.342628836631775
3,2449,1.0733532905578613,
3,2499,1.2447373867034912,
3,2549,1.4162249565124512,
3,2599,1.322351336479187,
3,2649,1.3491368293762207,
3,2699,1.1614511013031006,
3,2749,1.2948635816574097,
3,2799,1.4032938480377197,
3,2849,1.437234878540039,
3,2899,1.4476906061172485,
3,2949,1.3311686515808105,
3,2999,1.358302354812622,
3,3049,1.4076924324035645,
3,3099,1.4677720069885254,
3,3149,1.4373233318328857,
3,3199,1.373751163482666,
3,3227,,1.3513517379760742
4,3249,1.1814956665039062,
4,3299,1.218658685684204,
4,3349,1.2107802629470825,
4,3399,1.4119834899902344,
4,3449,1.1777929067611694,
4,3499,1.3211954832077026,
4,3549,1.600022792816162,
4,3599,1.186926007270813,
4,3649,1.2307374477386475,
4,3699,1.3613266944885254,
4,3749,1.1741561889648438,
4,3799,1.1913938522338867,
4,3849,1.3491535186767578,
4,3899,1.6359342336654663,
4,3949,1.2111098766326904,
4,3999,1.2776578664779663,
4,4034,,1.3475661277770996
5,4049,1.2435225248336792,
5,4099,1.2297873497009277,
5,4149,1.3151099681854248,
5,4199,1.095554232597351,
5,4249,1.3709850311279297,
5,4299,1.0571293830871582,
5,4349,1.1428728103637695,
5,4399,1.5339901447296143,
5,4449,1.4166154861450195,
5,4499,1.330082893371582,
5,4549,1.3800512552261353,
5,4599,1.2896404266357422,
5,4649,1.298740029335022,
5,4699,1.1997289657592773,
5,4749,1.25706148147583,
5,4799,1.2777223587036133,
5,4841,,1.3473355770111084
6,4849,1.4340293407440186,
6,4899,1.2006398439407349,
6,4949,1.2836368083953857,
6,4999,1.169351577758789,
6,5049,1.2692489624023438,
6,5099,1.1931781768798828,
6,5149,1.2594044208526611,
6,5199,1.2986279726028442,
6,5249,1.4132709503173828,
6,5299,1.1861286163330078,
6,5349,1.1696648597717285,
6,5399,1.0997896194458008,
6,5449,1.3318349123001099,
6,5499,1.2852944135665894,
6,5549,1.1316826343536377,
6,5599,1.3515055179595947,
6,5648,,1.354323387145996
7,5649,1.1308932304382324,
7,5699,1.3463082313537598,
7,5749,1.067651391029358,
7,5799,1.34110426902771,
7,5849,1.2538142204284668,
7,5899,1.1930058002471924,
7,5949,1.1269981861114502,
7,5999,0.9807791113853455,
7,6049,1.3021526336669922,
7,6099,1.2722668647766113,
7,6149,1.1053181886672974,
7,6199,1.3047236204147339,
7,6249,1.3886058330535889,
7,6299,1.1333504915237427,
7,6349,1.3478951454162598,
7,6399,1.2911272048950195,
7,6449,1.0571174621582031,
7,6455,,1.3805179595947266
8,6499,1.4213694334030151,
8,6549,1.0242911577224731,
8,6599,1.1754076480865479,
8,6649,1.077768087387085,
8,6699,1.0327256917953491,
8,6749,0.9567550420761108,
8,6799,1.1735457181930542,
8,6849,1.1732890605926514,
8,6899,1.1698720455169678,
8,6949,1.2278428077697754,
8,6999,1.1664535999298096,
8,7049,1.2829854488372803,
8,7099,1.0418932437896729,
8,7149,1.0611488819122314,
8,7199,1.1165618896484375,
8,7249,1.2756800651550293,
8,7262,,1.3577758073806763
9,7299,1.1237660646438599,
9,7349,1.377570390701294,
9,7399,1.0620355606079102,
9,7449,1.0618544816970825,
9,7499,1.1092909574508667,
9,7549,0.9324735999107361,
9,7599,1.1320743560791016,
9,7649,1.5497915744781494,
9,7699,0.9908559322357178,
9,7749,1.01882004737854,
9,7799,1.0741088390350342,
9,7849,1.0479114055633545,
9,7899,0.957252025604248,
9,7949,1.1693689823150635,
9,7999,1.0962615013122559,
9,8049,1.1965446472167969,
9,8069,,1.3582763671875
10,8099,1.1159865856170654,
10,8149,1.0654656887054443,
10,8199,0.9664749503135681,
10,8249,1.1158678531646729,
10,8299,1.229928731918335,
10,8349,1.0408705472946167,
10,8399,1.311389446258545,
10,8449,1.3278324604034424,
10,8499,0.7937264442443848,
10,8549,1.1279726028442383,
10,8599,1.1499085426330566,
10,8649,1.185097336769104,
10,8699,1.0620900392532349,
10,8749,1.0759460926055908,
10,8799,1.0722506046295166,
10,8849,0.967548131942749,
10,8876,,1.3935823440551758
11,8899,1.2302749156951904,
11,8949,1.0278496742248535,
11,8999,1.1415812969207764,
11,9049,1.125954508781433,
11,9099,1.16302490234375,
11,9149,1.150681495666504,
11,9199,1.2839159965515137,
11,9249,1.5680794715881348,
11,9299,0.9961342811584473,
11,9349,1.0267413854599,
11,9399,1.2540247440338135,
11,9449,1.2888685464859009,
11,9499,0.9229719638824463,
11,9549,0.9956141114234924,
11,9599,1.2558255195617676,
11,9649,0.9780231714248657,
11,9683,,1.3904989957809448
12,9699,1.1673262119293213,
12,9749,1.0451760292053223,
12,9799,1.1062887907028198,
12,9849,1.146487832069397,
12,9899,1.0678012371063232,
12,9949,0.989425778388977,
12,9999,0.9009666442871094,
12,10049,1.4713232517242432,
12,10099,1.3843803405761719,
12,10149,1.3737308979034424,
12,10199,1.0817945003509521,
12,10249,1.078523874282837,
12,10299,1.067526936531067,
12,10349,1.1951910257339478,
12,10399,1.085493564605713,
12,10449,1.0907905101776123,
12,10490,,1.3793984651565552
13,10499,0.7896720170974731,
13,10549,1.0015456676483154,
13,10599,1.1158373355865479,
13,10649,1.311484932899475,
13,10699,1.2704136371612549,
13,10749,1.0229771137237549,
13,10799,1.08352530002594,
13,10849,1.2142400741577148,
13,10899,1.0859084129333496,
13,10949,1.172161340713501,
13,10999,0.9242349863052368,
13,11049,1.0710463523864746,
13,11099,1.0793684720993042,
13,11149,1.0758533477783203,
13,11199,1.1517605781555176,
13,11249,0.9885615706443787,
13,11297,,1.394378662109375
14,11299,0.9629311561584473,
14,11349,1.1899181604385376,
14,11399,0.9925289154052734,
14,11449,1.307719111442566,
14,11499,0.8943942785263062,
14,11549,1.1146676540374756,
14,11599,1.0072084665298462,
14,11649,1.3011491298675537,
14,11699,1.107343077659607,
14,11749,1.2580478191375732,
14,11799,1.1364765167236328,
14,11849,0.8166059851646423,
14,11899,0.7954897880554199,
14,11949,0.8624449372291565,
14,11999,0.8426302671432495,
14,12049,0.880364716053009,
14,12099,1.336824893951416,
14,12104,,1.4076958894729614
15,12149,0.9605461359024048,
15,12199,0.8534246683120728,
15,12249,1.2901241779327393,
15,12299,1.0534076690673828,
15,12349,0.7468123435974121,
15,12399,1.0760421752929688,
15,12449,1.3163387775421143,
15,12499,1.2095847129821777,
15,12549,0.9619954824447632,
15,12599,1.1045024394989014,
15,12649,1.2946572303771973,
15,12699,0.9645905494689941,
15,12749,0.9044945240020752,
15,12799,0.9133238792419434,
15,12849,0.9625087976455688,
15,12899,1.0936245918273926,
15,12911,,1.4110021591186523
16,12949,1.2526824474334717,
16,12999,1.3590222597122192,
16,13049,1.0362825393676758,
16,13099,0.9523880481719971,
16,13149,0.9271689057350159,
16,13199,0.7870829105377197,
16,13249,1.2342712879180908,
16,13299,0.9209911823272705,
16,13349,0.9958543181419373,
16,13399,1.0659995079040527,
16,13449,1.154630184173584,
16,13499,0.8652385473251343,
16,13549,1.1568121910095215,
16,13599,1.1591471433639526,
16,13649,1.2220251560211182,
16,13699,0.9160601496696472,
16,13718,,1.4016226530075073
17,13749,1.1315088272094727,
17,13799,0.8672136068344116,
17,13849,1.124377965927124,
17,13899,1.0613322257995605,
17,13949,1.0566411018371582,
17,13999,1.1481640338897705,
17,14049,0.8632539510726929,
17,14099,1.2215226888656616,
17,14149,1.0870097875595093,
17,14199,1.1005560159683228,
17,14249,0.9866373538970947,
17,14299,0.9299818873405457,
17,14349,1.2949084043502808,
17,14399,0.8397760391235352,
17,14449,1.2140483856201172,
17,14499,1.050503134727478,
17,14525,,1.4060524702072144
18,14549,0.8651431798934937,
18,14599,1.0348845720291138,
18,14649,1.1079449653625488,
18,14699,1.0330629348754883,
18,14749,1.2759418487548828,
18,14799,1.0026123523712158,
18,14849,0.8195614814758301,
18,14899,0.8916873931884766,
18,14949,1.0588128566741943,
18,14999,0.8196607828140259,
18,15049,1.0471045970916748,
18,15099,1.2388784885406494,
18,15149,0.9375811815261841,
18,15199,1.1718897819519043,
18,15249,1.1962004899978638,
18,15299,0.9480583667755127,
18,15332,,1.4636465311050415
19,15349,1.0444542169570923,
19,15399,1.0703556537628174,
19,15449,0.9328571557998657,
19,15499,1.1715201139450073,
19,15549,1.0863349437713623,
19,15599,0.9887416958808899,
19,15649,1.172059178352356,
19,15699,0.9125263094902039,
19,15749,1.0183457136154175,
19,15799,0.7075979113578796,
19,15849,1.106018304824829,
19,15899,1.0822633504867554,
19,15949,1.2126216888427734,
19,15999,0.9613409042358398,
19,16049,1.1743295192718506,
19,16099,0.9324511289596558,
19,16139,,1.4555999040603638
